#STN     LAT      LON  YYYY MM DD hh mm WDIR WSPD   GST WVHT  DPD APD MWD   PRES  PTDY  ATMP  WTMP  DEWP  VIS   TIDE
#text    deg      deg   yr mo day hr mn degT  m/s   m/s   m   sec sec degT   hPa   hPa  degC  degC  degC  nmi     ft
FPTM4  45.619  -86.660 2019 12 02 22 40 340   1.0   1.0   MM  MM   MM  MM 1015.9    MM  -2.3    MM    MM   MM     MM
FRCB6  32.370  -64.695 2019 12 02 22 54  MM    MM    MM   MM  MM   MM  MM 1005.9    MM    MM  20.6    MM   MM     MM
FRDF1  30.675  -81.465 2019 12 02 23 18 300   2.6   5.1   MM  MM   MM  MM 1015.0    MM  14.3  18.1    MM   MM     MM
FRDW1  48.545 -123.012 2019 12 02 22 36  MM    MM    MM   MM  MM   MM  MM 1020.4    MM    MM   9.0    MM   MM     MM
FREL1  30.106  -90.422 2019 12 02 23 18 310   0.5   2.6   MM  MM   MM  MM 1019.8    MM  10.9    MM    MM   MM     MM
FRFN7  36.190  -75.739 2019 12 02 22 00  MM    MM    MM  0.9   5   MM  60     MM    MM    MM    MM    MM   MM     MM
FRVM3  41.704  -71.164 2019 12 02 22 54  MM    MM    MM   MM  MM   MM  MM  998.5    MM   4.0   7.2    MM   MM     MM
FRWL1  29.552  -92.305 2019 12 02 23 06 320   3.1   4.1   MM  MM   MM  MM 1021.6    MM  11.3  16.1    MM   MM     MM
FRXM3  41.696  -71.180 2019 12 02 22 54  MM    MM    MM   MM  MM   MM  MM     MM    MM   4.5    MM   3.2  4.9     MM
FSKM2  39.219  -76.528 2019 12 02 23 00 330   7.2   8.8   MM  MM   MM  MM 1002.7    MM   5.1    MM    MM   MM     MM
FTGM4  43.007  -82.422 2019 12 02 23 06 330   5.1   7.2   MM  MM   MM  MM 1012.4    MM   0.3    MM  -1.1   MM     MM
FTPC1  37.806 -122.466 2019 12 02 23 06  10   5.7   6.2   MM  MM   MM  MM 1017.3    MM  13.1  12.1    MM   MM     MM
FWYF1  25.591  -80.097 2019 12 02 23 00 280  11.8  12.9   MM  MM   MM  MM 1012.2  +1.4  22.7  25.0    MM   MM     MM
GBIF1  25.378  -81.029 2019 12 02 23 00  MM    MM    MM   MM  MM   MM  MM     MM    MM    MM  23.9    MM   MM   0.41
GBTF1  25.167  -80.801 2019 12 02 23 00  MM    MM    MM   MM  MM   MM  MM     MM    MM    MM  24.9    MM   MM  -0.47
GCTF1  27.774  -82.517 2019 12 02 23 18  MM    MM    MM   MM  MM   MM  MM 1014.7    MM  14.5    MM   8.2  5.9     MM
GDMM5  47.749  -90.341 2019 12 02 23 06  MM    MM    MM   MM  MM   MM  MM 1013.4    MM  -0.8    MM  -3.9   MM     MM
GDXM6  30.359  -88.420 2019 12 02 22 45 350   4.6    MM   MM  MM   MM  MM 1020.0    MM  10.3    MM   0.4   MM     MM
GELO1  41.859  -80.975 2019 12 02 22 30  10   5.1   6.7   MM  MM   MM  MM     MM    MM   2.8    MM    MM   MM     MM
GISL1  29.265  -89.958 2019 12 02 23 18 340   6.2   7.2   MM  MM   MM  MM     MM    MM    MM  16.2    MM   MM     MM
GIXA2  55.446 -131.881 2019 12 02 23 32 210   2.6   6.2   MM  MM   MM  MM 1001.9    MM   7.7    MM   5.7   MM     MM
GKYF1  24.627  -82.872 2019 12 02 23 00  MM    MM    MM   MM  MM   MM  MM     MM    MM  23.2    MM    MM   MM   0.62
GNJT2  29.357  -94.725 2019 12 02 23 06  10   5.1   6.2   MM  MM   MM  MM 1020.6    MM  14.9  16.9    MM   MM     MM
GRIM4  46.721  -87.412 2019 12 02 23 30  MM   0.0   1.0   MM  MM   MM  MM 1015.1    MM   0.9    MM  -3.3   MM     MM
GRMM4  46.684  -85.972 2019 12 02 22 40 170   1.0   1.5   MM  MM   MM  MM 1016.3    MM  -1.5    MM    MM   MM     MM
GRRT2  29.302  -94.896 2019 12 02 23 06  30   4.1   5.7   MM  MM   MM  MM 1021.2    MM  15.6  16.6    MM   MM     MM
GSLM4  44.018  -83.537 2019 12 02 23 40 300   6.7   7.2   MM  MM   MM  MM 1015.2    MM  -0.1    MM    MM   MM     MM
GTLM4  45.211  -85.550 2019 12 02 22 40 100   0.5   3.1   MM  MM   MM  MM 1016.3    MM  -1.4    MM    MM   MM     MM
GTOT2  29.311  -94.792 2019 12 02 23 06  20   2.6   4.1   MM  MM   MM  MM 1021.5    MM  15.3  17.2    MM   MM     MM
GTRM4  47.179  -88.241 2019 12 02 23 00  MM   0.0   0.0   MM  MM   MM  MM 1014.9  -0.3  -2.7    MM    MM   MM     MM
GTXF1  29.658  -81.233 2019 12 02 22 45 280   1.5    MM   MM  MM   MM  MM 1015.0    MM  12.2    MM   2.2   MM     MM
GUXA2  58.408 -135.726 2019 12 02 23 32 100   2.1   4.6   MM  MM   MM  MM  993.0    MM   2.0    MM   1.6   MM     MM
HAXA2  59.234 -135.442 2019 12 02 23 32 160   5.1  13.9   MM  MM   MM  MM  990.8    MM   3.6    MM  -0.6   MM     MM
HBYC1  40.767 -124.217 2019 12 02 22 36  MM    MM    MM   MM  MM   MM  MM 1015.9    MM    MM   9.9    MM   MM     MM
HCEF1  25.254  -80.444 2019 12 02 23 00  MM    MM    MM   MM  MM   MM  MM     MM    MM    MM  26.7    MM   MM  -0.20
HCGN7  35.209  -75.704 2019 12 02 23 00 300  13.4  16.5   MM  MM   MM  MM     MM    MM    MM    MM    MM   MM     MM
HHLO1  41.401  -82.545 2019 12 02 23 00 330   8.2  10.8   MM  MM   MM  MM 1011.2  +2.4   1.9    MM    MM   MM     MM
HIST2  29.595  -94.390 2019 12 02 23 06 320   2.6   3.1   MM  MM   MM  MM 1021.4    MM  14.0  16.1    MM   MM     MM
HLNM4  42.773  -86.213 2019 12 02 23 06  20   2.6   3.1   MM  MM   MM  MM 1015.7    MM   0.2   3.8  -1.2   MM     MM
HMRA2  59.601 -151.410 2019 12 02 22 30 320   2.6    MM   MM  MM   MM  MM  987.0    MM  -1.1    MM  -5.3   MM     MM
HMSA2  59.602 -151.417 2019 12 02 23 32 310   3.1   5.1   MM  MM   MM  MM     MM    MM  -0.9    MM  -5.0   MM     MM
HRBM4  43.846  -82.643 2019 12 02 23 18 360   5.1   6.2   MM  MM   MM  MM 1013.9    MM   1.1   2.2  -1.0   MM     MM
HREF1  25.424  -81.060 2019 12 02 23 00  MM    MM    MM   MM  MM   MM  MM     MM    MM    MM  23.4    MM   MM   0.61
HRVC1  34.469 -120.682 2019 12 02 23 18  MM    MM    MM   MM  MM   MM  MM 1018.0    MM  18.0    MM    MM   MM     MM
ICAC1  34.008 -118.500 2019 12 02 23 18 260   4.6   5.1   MM  MM   MM  MM 1018.8    MM  15.9  15.9    MM   MM     MM
ICYA2  59.927 -141.359 2019 12 02 23 32 180   0.5   1.0   MM  MM   MM  MM     MM    MM    MM    MM    MM   MM     MM
ILOH1  19.730 -155.056 2019 12 02 23 18  10   2.6   2.6   MM  MM   MM  MM 1014.4    MM  24.3  26.7    MM   MM     MM
IOSN3  42.967  -70.623 2019 12 02 23 00  20  17.5  21.6   MM  MM   MM  MM 1001.4  +0.0  -0.4    MM  -1.0   MM     MM
IRDT2  27.480  -97.322 2019 12 02 23 18 120   2.1   2.6   MM  MM   MM  MM 1023.2    MM  16.1    MM    MM   MM     MM
ITKA2  57.052 -135.342 2019 12 02 23 06  MM    MM    MM   MM  MM   MM  MM  999.7    MM   5.2   8.4    MM   MM     MM
JBYF1  25.224  -80.541 2019 12 02 22 00  MM    MM    MM   MM  MM   MM  MM     MM    MM    MM  25.7    MM   MM  -0.03
JCRN4  39.535  -74.464 2019 12 02 22 30 290   1.5    MM   MM  MM   MM  MM 1000.0    MM   1.5    MM   1.2   MM     MM
JKYF1  25.053  -80.904 2019 12 02 23 00  MM    MM    MM   MM  MM   MM  MM     MM    MM    MM  25.2    MM   MM  -0.02
JLXA2  58.298 -134.405 2019 12 02 23 33 100   1.5   4.6   MM  MM   MM  MM  994.8    MM   2.8    MM  -0.4   MM     MM
JMLA2  58.286 -134.390 2019 12 02 23 32 210   3.1   6.2   MM  MM   MM  MM  995.6    MM   2.5    MM   1.2   MM     MM
JMPN7  34.213  -77.786 2019 12 02 23 00 280   5.1   8.2   MM  MM   MM  MM     MM    MM    MM    MM    MM   MM     MM
JNEA2  58.298 -134.411 2019 12 02 23 06  70   2.1   2.6   MM  MM   MM  MM  996.1    MM   3.9   4.6    MM   MM     MM
JOXP4  17.956  -66.223 2019 12 02 22 45  MM   0.0    MM   MM  MM   MM  MM 1016.0    MM  24.1    MM  22.9   MM     MM
KATA1  30.258  -88.213 2019 12 02 23 00 350   7.7    MM   MM  MM   MM  MM 1020.0  +1.4  10.6    MM    MM   MM     MM
KATP   27.195  -90.027 2019 12 02 23 40 320   7.2    MM   MM  MM   MM  MM     MM    MM    16    MM     9  7.8     MM
KBBF   28.058  -95.872 2019 12 02 23 35  20   6.7    MM   MM  MM   MM  MM     MM    MM    60    MM    46  8.7     MM
KBQX   28.314  -95.620 2019 12 02 23 35  50   2.1   5.7   MM  MM   MM  MM     MM    MM    17    MM     4  7.0     MM
KDAA2  57.731 -152.511 2019 12 02 23 06 250  10.8  16.5   MM  MM   MM  MM  995.5    MM   1.4   6.7    MM   MM     MM
KDLP   29.121  -89.547 2019 12 02 23 35 340   7.7  11.3   MM  MM   MM  MM     MM    MM    12    MM     2  7.8     MM
KECA2  55.331 -131.625 2019 12 02 23 18 110   3.6   5.7   MM  MM   MM  MM 1004.2    MM   7.7   7.8    MM   MM     MM
KEIR   28.634  -91.489 2019 12 02 23 35 350   7.7    MM   MM  MM   MM  MM     MM    MM    MM    MM    MM  8.7     MM
KEMK   27.819  -94.323 2019 12 02 23 35 350   7.2    MM   MM  MM   MM  MM     MM    MM    17    MM    17   MM     MM
KEXA2  55.352 -131.684 2019 12 02 23 32  10   1.0   2.6   MM  MM   MM  MM 1003.9    MM   6.8    MM   4.5   MM     MM
KGBK   27.204  -92.203 2019 12 02 23 35  MM   3.1   9.3   MM  MM   MM  MM     MM    MM    17    MM    11  8.7     MM
KGCA2  55.062 -162.327 2019 12 02 23 18 160   6.7  11.3   MM  MM   MM  MM 1010.0    MM   4.0   7.9    MM   MM     MM
KGHB   27.840  -91.988 2019 12 02 23 35  10   7.7  10.3   MM  MM   MM  MM     MM    MM    15    MM     9  8.7     MM
KGNA   47.745  -90.346 2019 12 02 22 56 240   6.7    MM   MM  MM   MM  MM 1015.2    MM   0.0    MM  -4.4   MM     MM
KGUL   27.304  -93.538 2019 12 02 23 30   0    MM   8.2   MM  MM   MM  MM     MM    MM    18    MM     9  8.7     MM
KHHV   26.939  -94.689 2019 12 02 23 35  MM    MM    MM   MM  MM   MM  MM     MM    MM    18    MM    10  8.7     MM
KHQI   27.934  -93.669 2019 12 02 23 35 360   7.2    MM   MM  MM   MM  MM     MM    MM    16    MM     8  8.7     MM
KIKT   28.521  -88.289 2019 12 02 23 35  MM   3.1   8.8   MM  MM   MM  MM     MM    MM    14    MM     7  8.7     MM
KLIH1  20.895 -156.469 2019 12 02 23 06  40   6.7  10.8   MM  MM   MM  MM 1014.2    MM  24.3    MM    MM   MM     MM
KMDJ   28.643  -89.794 2019 12 02 23 35 330   8.2    MM   MM  MM   MM  MM     MM    MM    13    MM     4  8.7     MM
KMIS   29.296  -88.842 2019 12 02 23 35 340   8.2  11.8   MM  MM   MM  MM     MM    MM    12    MM     3  8.7     MM
KMZG   27.727  -96.191 2019 12 02 23 35  70   6.2    MM   MM  MM   MM  MM     MM    MM    MM    MM    MM   MM     MM
KNSW3  42.589  -87.809 2019 12 02 23 00 280   5.7   6.7   MM  MM   MM  MM 1017.9  +1.3  -0.4    MM    MM   MM     MM
KP53   46.417  -86.650 2019 12 02 22 56 180   2.6    MM   MM  MM   MM  MM 1016.4    MM  -3.9    MM  -5.0   MM     MM
KP58   44.017  -82.800 2019 12 02 22 51  20   4.6    MM   MM  MM   MM  MM 1014.2    MM   1.7    MM  -1.7   MM     MM
KP59   47.467  -87.883 2019 12 02 22 51 240   2.1    MM   MM  MM   MM  MM 1015.6    MM  -2.2    MM  -5.6   MM     MM
KPTN6  40.811  -73.765 2019 12 02 23 00  40   8.8   9.8   MM  MM   MM  MM 1000.3  +1.4   2.2   7.2    MM   MM     MM
KPTV2  37.165  -75.988 2019 12 02 22 54 330  10.8  12.9   MM  MM   MM  MM     MM    MM    MM  10.1    MM   MM     MM
KSCF   29.116  -91.871 2019 12 02 23 35 330   6.7   9.8   MM  MM   MM  MM     MM    MM    13    MM     3  7.8     MM
KSPR   28.599  -91.206 2019 12 02 23 35  MM    MM    MM   MM  MM   MM  MM     MM    MM    13    MM     4  8.7     MM
KTNF1  29.819  -83.594 2019 12 02 23 00 330   3.1   4.1   MM  MM   MM  MM 1015.8  +1.7  11.1    MM   1.0   MM     MM
KVAF   27.354  -94.625 2019 12 02 23 35  MM   2.6   7.2   MM  MM   MM  MM     MM    MM    17    MM     8  8.7     MM
KVKY   29.248  -88.441 2019 12 02 23 35 360   8.8    MM   MM  MM   MM  MM     MM    MM    12    MM     3  8.7     MM
KVOA   29.229  -87.781 2019 12 02 23 40 330   8.8    MM   MM  MM   MM  MM     MM    MM    12    MM     3  8.7     MM
KVQT   28.270  -92.264 2019 12 02 23 35 360   8.8  11.3   MM  MM   MM  MM     MM    MM    14    MM     8  7.8     MM
KWHH1  20.037 -155.829 2019 12 02 23 06 290   4.1   5.1   MM  MM   MM  MM 1013.1    MM  26.2  27.2    MM   MM     MM
KWJP8   8.732  167.734 2019 12 02 23 18  MM    MM    MM   MM  MM   MM  MM 1009.4    MM    MM  29.1    MM   MM     MM
KWNW3  44.465  -87.496 2019 12 02 23 18 300   3.1   4.1   MM  MM   MM  MM 1016.2    MM  -2.6    MM    MM   MM     MM
KXIH   29.180  -94.521 2019 12 02 23 35 340   3.6    MM   MM  MM   MM  MM     MM    MM    16    MM     3  8.7     MM
KXPY   29.123  -90.202 2019 12 02 23 35 360   4.6    MM   MM  MM   MM  MM     MM    MM    12    MM     1  8.7     MM
KYWF1  24.556  -81.808 2019 12 02 23 06 320   9.8  12.4   MM  MM   MM  MM 1013.9    MM  23.7  27.4    MM   MM     MM
LAMV3  18.318  -64.724 2019 12 02 23 12  MM    MM    MM   MM  MM   MM  MM     MM    MM  24.3  29.2    MM   MM     MM
LAPW1  47.913 -124.637 2019 12 02 22 36  MM    MM    MM   MM  MM   MM  MM 1019.5    MM    MM   6.9    MM   MM     MM
LBSF1  25.214  -80.432 2019 12 02 22 00  MM    MM    MM   MM  MM   MM  MM     MM    MM    MM  24.9    MM   MM  -0.25
LCLL1  30.224  -93.222 2019 12 02 23 06  MM    MM    MM   MM  MM   MM  MM 1021.6    MM  12.6  16.4    MM   MM     MM
LCNA2  56.058 -132.690 2019 12 02 23 10 260   6.7  10.3   MM  MM   MM  MM 1001.7    MM   6.3    MM   3.6   MM     MM
LDLC3  41.306  -72.077 2019 12 02 23 30  20  12.4  16.0   MM  MM   MM  MM  995.6    MM   1.7    MM  -1.5   MM     MM
LDTM4  43.947  -86.441 2019 12 02 23 06  70   0.5   1.0   MM  MM   MM  MM     MM    MM  -2.0    MM  -3.1   MM     MM
LIXA2  58.540 -135.047 2019 12 02 23 32 150   6.7   8.8   MM  MM   MM  MM  992.6    MM   4.0    MM   2.0   MM     MM
LJAC1  32.867 -117.257 2019 12 02 23 06 340   1.5   2.6   MM  MM   MM  MM 1017.4    MM  17.1  16.7    MM   MM     MM
LJPC1  32.867 -117.257 2019 12 02 23 20 330   2.1   3.1  1.0  14   MM  MM     MM    MM    MM    MM    MM   MM     MM
LKWF1  26.613  -80.034 2019 12 02 23 18 300   6.2   8.8   MM  MM   MM  MM 1013.7    MM  19.0  25.8    MM   MM     MM
LMDF1  25.176  -80.633 2019 12 02 23 00  MM    MM    MM   MM  MM   MM  MM     MM    MM    MM  25.0    MM   MM  -0.17
LMFS1  34.107  -81.271 2019 12 02 23 20 270   6.7   9.3   MM  MM   MM  MM     MM    MM   9.8    MM    MM   MM     MM
LMRF1  25.556  -81.169 2019 12 02 23 00  MM    MM    MM   MM  MM   MM  MM     MM    MM    MM  25.1    MM   MM   0.55
LNDC1  37.795 -122.281 2019 12 02 23 18 340   1.5   2.1   MM  MM   MM  MM 1017.0    MM  14.2    MM    MM   MM     MM
LONF1  24.844  -80.864 2019 12 02 23 40  MM    MM    MM   MM  MM   MM  MM 1012.0    MM  23.2    MM  18.2   MM     MM
LOPL1  28.885  -90.025 2019 12 02 23 33 350   5.1   7.7  0.9  MM   MM  MM 1020.1    MM  12.6    MM   2.4   MM     MM
LOPW1  46.106 -122.954 2019 12 02 23 06  MM    MM    MM   MM  MM   MM  MM 1020.4    MM    MM   7.4    MM   MM     MM
LORO1  41.481  -82.195 2019 12 02 23 30 350   8.8   9.3   MM  MM   MM  MM     MM    MM   3.0    MM    MM   MM     MM
LPNM4  45.063  -83.429 2019 12 02 23 18 330   2.1   2.6   MM  MM   MM  MM 1014.7    MM  -1.7    MM  -5.3   MM     MM
LRIF1  25.284  -80.894 2019 12 02 23 00  MM    MM    MM   MM  MM   MM  MM     MM    MM    MM  25.2    MM   MM   0.17
LRKF1  24.982  -80.826 2019 12 02 22 00  MM    MM    MM   MM  MM   MM  MM     MM    MM    MM  26.1    MM   MM  -0.39
LSNF1  25.235  -80.457 2019 12 02 23 00  MM    MM    MM   MM  MM   MM  MM     MM    MM    MM  24.9    MM   MM  -0.38
LTBV3  17.695  -64.754 2019 12 02 23 18 150   3.1   4.6   MM  MM   MM  MM 1015.2    MM  28.4  29.1    MM   MM     MM
LTJF1  30.379  -81.446 2019 12 02 23 18  MM    MM    MM   MM  MM   MM  MM     MM    MM  12.1    MM    MM   MM     MM
LTRM4  46.486  -84.302 2019 12 02 23 18 320   1.0   1.5   MM  MM   MM  MM 1015.0    MM  -1.8    MM  -9.4   MM     MM
LUIT2  29.076  -95.122 2019 12 02 23 12 350   4.6   5.7   MM  MM   MM  MM 1023.0    MM  16.5    MM    MM   MM     MM
LWSD1  38.783  -75.119 2019 12 02 23 00 330  10.3  13.9   MM  MM   MM  MM 1000.7  +1.2   5.2   7.9    MM   MM     MM
LWTV2  37.995  -76.465 2019 12 02 22 54 290   4.1   5.1   MM  MM   MM  MM 1003.5    MM   5.1   7.8    MM   MM     MM
MACM4  45.777  -84.721 2019 12 02 23 18  MM   0.0   1.0   MM  MM   MM  MM 1015.0    MM  -3.1   1.6    MM   MM     MM
MBET2  28.422  -96.327 2019 12 02 23 06  40   4.6   5.7   MM  MM   MM  MM 1020.9    MM  16.8  17.4    MM   MM     MM
MBPA1  30.527  -88.086 2019 12 02 23 18  MM    MM    MM   MM  MM   MM  MM     MM    MM   8.7    MM  -0.3  5.9     MM
MBRM4  42.975  -82.419 2019 12 02 23 06  MM    MM    MM   MM  MM   MM  MM 1012.4    MM   0.8    MM    MM   MM     MM
MCGA1  30.649  -88.058 2019 12 02 23 18 320   2.6   3.6   MM  MM   MM  MM 1020.0    MM  12.5  17.7    MM   MM     MM
MCGM4  46.546  -87.379 2019 12 02 23 18 240   1.5   1.5   MM  MM   MM  MM 1014.4    MM  -1.9    MM  -6.3   MM     MM
MCYF1  27.914  -82.425 2019 12 02 23 18  MM    MM    MM   MM  MM   MM  MM     MM    MM    MM  21.7    MM   MM     MM
MCYI3  41.729  -86.912 2019 12 02 23 20 310   8.8   9.8   MM  MM   MM  MM     MM    MM   1.8    MM  -0.8   MM     MM
MDKF1  25.289  -80.396 2019 12 02 23 00  MM    MM    MM   MM  MM   MM  MM     MM    MM    MM  25.1    MM   MM  -0.46
MDRM1  43.969  -68.128 2019 12 02 23 00  20  20.1  22.1   MM  MM   MM  MM 1002.6  -0.7    MM    MM    MM   MM     MM
MEEM4  44.251  -86.342 2019 12 02 23 40 120   1.0   1.0   MM  MM   MM  MM 1017.3    MM  -2.3    MM    MM   MM     MM
MEYC1  36.605 -121.889 2019 12 02 22 30  MM    MM    MM   MM  MM   MM  MM 1017.8    MM    MM  13.2    MM   MM     MM
MGIP4  17.970  -67.046 2019 12 02 23 06 160   4.6   6.7   MM  MM   MM  MM 1015.3    MM  27.8  28.5    MM   MM     MM
MGPT2  29.682  -94.985 2019 12 02 23 06  20   3.6   4.6   MM  MM   MM  MM 1021.7    MM  15.6  17.6    MM   MM     MM
MGZP4  18.218  -67.159 2019 12 02 23 06  MM    MM    MM   MM  MM   MM  MM 1015.3    MM    MM  29.1    MM   MM     MM
MHPA1  30.667  -87.936 2019 12 02 23 00 330   3.1    MM   MM  MM   MM  MM 1019.6  +1.0   9.6    MM    MM   MM     MM
MHRN6  40.641  -74.162 2019 12 02 23 00 360   8.8  10.8   MM  MM   MM  MM     MM    MM    MM    MM    MM   MM     MM
MISP4  18.090  -67.939 2019 12 02 23 12  MM    MM    MM   MM  MM   MM  MM 1015.1    MM  27.1  28.3    MM   MM     MM
MKGM4  43.227  -86.339 2019 12 02 23 30 100   3.1   4.1   MM  MM   MM  MM 1018.1    MM  -1.1    MM  -2.9   MM     MM
MLSC1  36.802 -121.791 2019 12 02 23 24  90   3.6  11.3   MM  MM   MM  MM 1017.5    MM  13.1    MM  13.1   MM     MM
MLWW3  43.005  -87.884 2019 12 02 23 20 240   1.5   2.1   MM  MM   MM  MM     MM    MM  -0.7    MM    MM   MM     MM
MNMM4  45.096  -87.590 2019 12 02 23 18 220   2.1   2.6   MM  MM   MM  MM 1016.0    MM  -1.9   2.2  -4.7   MM     MM
MNPV2  36.778  -76.302 2019 12 02 22 54 300   2.6   4.6   MM  MM   MM  MM 1003.6    MM   7.9  10.8    MM   MM     MM
MOKH1  21.433 -157.790 2019 12 02 22 36  70   5.1   6.7   MM  MM   MM  MM     MM    MM    MM    MM    MM   MM     MM
MQTT2  27.581  -97.217 2019 12 02 23 06  90   2.1   2.6   MM  MM   MM  MM 1022.3    MM  17.8  19.3    MM   MM     MM
MRCP1  39.809  -75.415 2019 12 02 22 54  MM    MM    MM   MM  MM   MM  MM 1001.5    MM   3.3   7.0    MM   MM     MM
MRHO1  41.544  -82.731 2019 12 02 23 06 340   8.2   9.8   MM  MM   MM  MM 1012.9    MM   2.0   4.2  -0.6   MM     MM
MRKA2  61.082 -146.662 2019 12 02 23 30 330   4.1   4.6   MM  MM   MM  MM  982.6    MM   2.9    MM    MM   MM     MM
MRNA2  58.198 -134.257 2019 12 02 23 32 210   0.5   2.1   MM  MM   MM  MM  996.0    MM   3.4    MM   1.1   MM     MM
MROS1  33.656  -78.916 2019 12 02 23 00  MM    MM    MM   MM  MM   MM  MM     MM    MM   9.9    MM    MM   MM     MM
MRYA2  55.099 -131.182 2019 12 02 23 32 160   1.0   3.1   MM  MM   MM  MM     MM    MM   6.8    MM   5.6   MM     MM
MTBF1  27.661  -82.594 2019 12 02 23 18 340   7.2   9.8   MM  MM   MM  MM 1014.9    MM  14.7    MM   8.6  5.9     MM
MTKN6  41.048  -71.959 2019 12 02 22 54  MM    MM    MM   MM  MM   MM  MM  996.7    MM   4.2   8.0    MM   MM     MM
MUKF1  25.106  -80.942 2019 12 02 23 00  MM    MM    MM   MM  MM   MM  MM     MM    MM    MM  24.4    MM   MM     MM
MVXA2  58.364 -134.606 2019 12 02 23 32 170   5.7   9.8   MM  MM   MM  MM  995.8    MM   3.8    MM  -0.1   MM     MM
MXXA2  58.301 -134.425 2019 12 02 23 32 110   2.6   4.1   MM  MM   MM  MM  995.6    MM   2.7    MM   0.5   MM     MM
MYPF1  30.398  -81.428 2019 12 02 23 18 320   4.6   5.7   MM  MM   MM  MM 1014.6    MM  11.3  18.3    MM   MM     MM
MZXC1  38.035 -122.125 2019 12 02 23 06  40   6.2   7.2   MM  MM   MM  MM 1018.3    MM  11.3  11.6  11.3   MM     MM
NABM4  46.087  -85.444 2019 12 02 22 40  MM   0.0   0.5   MM  MM   MM  MM 1014.9    MM  -2.6    MM    MM   MM     MM
NAXR1  41.637  -71.339 2019 12 02 22 45  20   8.8    MM   MM  MM   MM  MM  998.0    MM   1.8    MM   1.5   MM     MM
NBBA3  36.087 -114.728 2019 12 02 23 30  MM   0.0   1.0  0.0  MM   MM  MM 1021.0    MM  14.3    MM    MM   MM     MM
NBLP1  40.137  -74.752 2019 12 02 23 00  10   2.1   3.6   MM  MM   MM  MM     MM    MM    MM    MM    MM   MM     MM
NCDV2  38.320  -77.037 2019 12 02 22 54 320   2.6   6.2   MM  MM   MM  MM 1002.9    MM   6.4   9.6    MM   MM     MM
NCHT2  29.726  -95.266 2019 12 02 23 06 350   2.1   3.6   MM  MM   MM  MM 1021.6    MM  16.0  17.1    MM   MM     MM
NEAW1  48.367 -124.614 2019 12 02 23 18  MM    MM    MM   MM  MM   MM  MM 1020.0    MM    MM   6.9    MM   MM     MM
NFDF1  30.400  -81.627 2019 12 02 23 18  MM   0.0   2.1   MM  MM   MM  MM 1015.8    MM  10.5    MM    MM  5.9     MM
NIAN6  43.077  -79.014 2019 12 02 23 06  MM    MM    MM   MM  MM   MM  MM 1011.1    MM  -1.9    MM    MM   MM     MM
NIWS1  33.349  -79.189 2019 12 02 22 45 300   2.1    MM   MM  MM   MM  MM 1009.0    MM   9.9    MM   0.6   MM     MM
NKLA2  52.972 -168.855 2019 12 02 23 32 320   1.5   7.7   MM  MM   MM  MM 1007.8    MM   2.2    MM  -3.5   MM     MM
NKTA2  60.683 -151.399 2019 12 02 23 06  MM   0.0   0.0   MM  MM   MM  MM  988.9    MM  -1.8   4.2    MM   MM     MM
NKXA2  58.255 -134.945 2019 12 02 23 32 230   5.1  11.8   MM  MM   MM  MM  994.2    MM   4.5    MM   2.0   MM     MM
NLMA3  35.458 -114.666 2019 12 02 23 30  MM    MM    MM  0.2  MM   MM  MM 1020.0    MM  15.4  14.6    MM   MM     MM
NLNC3  41.361  -72.090 2019 12 02 23 00  10   2.1   6.7   MM  MM   MM  MM  997.5  +0.7   1.5   8.9    MM   MM     MM
NMTA2  64.500 -165.430 2019 12 02 23 12  70   0.5   1.0   MM  MM   MM  MM 1007.2    MM  -8.1    MM    MM   MM     MM
NPSF1  26.132  -81.807 2019 12 02 23 18 340  10.3  12.9   MM  MM   MM  MM 1013.6    MM  19.3  23.3    MM   MM     MM
NPXN6  41.831  -73.942 2019 12 02 22 30 350   2.6    MM   MM  MM   MM  MM 1003.0    MM  -0.1    MM  -0.5   MM     MM
NREP1  42.258  -79.792 2019 12 02 22 30  40   5.7   9.8   MM  MM   MM  MM     MM    MM   1.1    MM    MM   MM     MM
NRRF1  25.338  -80.911 2019 12 02 23 00  MM    MM    MM   MM  MM   MM  MM     MM    MM    MM  24.8    MM   MM  -0.06
NSTP6 -14.280 -170.688 2019 12 02 23 18 130   2.6   4.6   MM  MM   MM  MM 1011.5    MM  29.5  29.2    MM   MM     MM
NTBC1  34.405 -119.692 2019 12 02 22 36 140   1.0   1.5   MM  MM   MM  MM 1018.5    MM  16.5    MM    MM   MM     MM
NTKM3  41.285  -70.096 2019 12 02 23 00  40   9.8  13.4   MM  MM   MM  MM  994.2  -1.1   7.2   5.6    MM   MM     MM
NUET2  27.832  -97.486 2019 12 02 23 18 140   2.6   2.6   MM  MM   MM  MM 1022.6    MM    MM  19.0    MM   MM     MM
NWCL1  30.027  -90.113 2019 12 02 23 06 350   5.7   7.7   MM  MM   MM  MM 1019.7    MM  12.2  16.1    MM   MM     MM
NWHC3  41.283  -72.908 2019 12 02 23 00  30   2.6   5.7   MM  MM   MM  MM  998.2  +1.2   1.3   5.7    MM   MM     MM
NWPO3  44.613 -124.067 2019 12 02 23 00  70   3.1   3.6   MM  MM   MM  MM 1018.7  -0.5  13.7    MM    MM   MM     MM
