# STATION_ID | OWNER | TTYPE | HULL | NAME | PAYLOAD | LOCATION | TIMEZONE | FORECAST | NOTE
#
14047|RM|Atlas Buoy||||4.000 S 57.000 E (4&#176;0'0" S 57&#176;0'0" E)|| |
15001|PR|Atlas Buoy|PM-597|Gavotte||10.000 S 10.000 W (10&#176;0'0" S 10&#176;0'0" W)|| |
15002|PR|Atlas Buoy|PM-591|Java||0.000 N 10.000 W (0&#176;0'0" N 10&#176;0'0" W)|| |
15006|PR|Atlas Buoy|PM-593|Valse||6.000 S 10.000 W (6&#176;0'0" S 10&#176;0'0" W)|| |
15007|PR|Atlas Buoy|PM-605A|SE Extension||6.000 S 8.000 E (6&#176;0'0" S 8&#176;0'0" E)|| |
15319|CT|Fixed Drilling Platform||Sanha - WANE 25947||5.583 S 11.833 E (5&#176;35'0" S 11&#176;50'0" E)|?| |
18ci3|CG|Weather Station||Michigan City CG Station, IN||41.730 N 86.910 W (41&#176;43'48" N 86&#176;54'36" W)|E| |
18cy3|CE|C-MAN Station||Michigan City, IN||41.730 N 86.910 W (41&#176;43'48" N 86&#176;54'36" W)|E| |
20cm4|CG|Weather Station||St. Joseph CG Station, MI||42.090 N 86.490 W (42&#176;5'24" N 86&#176;29'24" W)|E| |
21178|JM|Buoy||South of Shikoku||33.120 N 133.620 E (33&#176;7'12" N 133&#176;37'12" E)|?| |
21346|JM|STB - SAIC Tsunami Buoy||21346  380km East of Iwate, Japan|STB payload|40.302 N 146.192 E (40&#176;18'9" N 146&#176;11'32" E)|| |Data from these stations was discontinued &nbsp;00:00Z&nbsp;on&nbsp;1 Sep 2016. station disestablished.&nbsp;
21347|JM|STB - SAIC Tsunami Buoy||21347  320km East of Iwate, Japan|STB payload|39.601 N 145.799 E (39&#176;36'5" N 145&#176;47'58" E)|| |Data from these stations was discontinued &nbsp;00:00Z&nbsp;on&nbsp;1 Sep 2016. Station disestablished.
21348|JM|STB - SAIC Tsunami Buoy||21348   350km East of Miyagi, Japan|STB payload|38.816 N 145.595 E (38&#176;48'58" N 145&#176;35'42" E)|| |Data from these stations was discontinued 00:00Z&nbsp;on&nbsp;1 Sep 2016. Station disestablished
21401|HY|STB - SAIC Tsunami Buoy||250NM Southeast of Iturup Island|STB payload|42.617 N 152.583 E (42&#176;37'0" N 152&#176;35'0" E)|?| |This station was established on 11/08/2010.
21402|HY|ETD||286NM East of Simushir Island|ETD payload|46.488 N 158.343 E (46&#176;29'15" N 158&#176;20'36" E)|| |Deployed 9/29/2012
21413|N|2.6-meter discus buoy|2.6D25|SOUTHEAST TOKYO - 700NM ESE of Tokyo, JP|DART II payload|30.533 N 152.132 E (30&#176;32'0" N 152&#176;7'54" E)|?| |
21414|N|2.6-meter discus buoy|2.6D83| AMCHITKA - 170 NM South of Amchitka, AK|DART II payload|48.968 N 178.219 E (48&#176;58'3" N 178&#176;13'8" E)|?| |Station 21414 has been declared inoperative as of 09/23/19 due to BPR malfuctions. Station will be restored to service when it can be worked into the schedule. When the date is known, it will be posted in the <a href="http://www.ndbc.noaa.gov/ops.shtml">Maintenance Schedule</a>.
21415|N|2.6-meter discus buoy|2.6D48|ATTU - 175 NM South of Attu, AK|DART II payload|50.163 N 171.927 E (50&#176;9'45" N 171&#176;55'39" E)|?| |
21416|N|2.6-meter discus buoy|2.6D61|KAMCHATKA PENINSULA - 240NM SE of Kamchatka Peninsula, RU |DART II payload|48.122 N 163.328 E (48&#176;7'18" N 163&#176;19'42" E)|?| |
21417|N|2.6-meter discus buoy|26D38|290NM SE of the Kuril Islands|DART II payload|43.192 N 157.142 E (43&#176;11'30" N 157&#176;8'30" E)|?| |<p>Station 21417 has been disestablished 7/05/2009, replaced by station 21419 92NM to the Northeast.</p>
21418|N|2.6-meter discus buoy|2.6D21|NORTHEAST TOKYO - 450 NM NE of Tokyo, JP|DART II payload|38.735 N 148.655 E (38&#176;44'6" N 148&#176;39'18" E)|?| |Station 21418 has been declared inoperative as of 09/3/19. Station will be restored to service when it can be worked into the schedule. When the date is known, it will be posted in the <a href="http://www.ndbc.noaa.gov/ops.shtml">Maintenance Schedule</a>
21419|N|2.6-meter discus buoy|2.6D62|KURIL ISLANDS - 209NM SE of Kuril Is. |DART II payload|44.435 N 155.717 E (44&#176;26'6" N 155&#176;43'0" E)|P| |
21420|N|2.6-meter discus buoy|2.6D06|SOUTHEAST MIYAZAKI - 260NM Southeast of Miyazaki|DART II payload|28.891 N 135.022 E (28&#176;53'26" N 135&#176;1'19" E)|| |
21595|JM|Drifting Buoy||Drifter||36.700 N 132.167 W (36&#176;42'0" N 132&#176;10'0" W)|?| |
21597|JM|Drifting Buoy||Drifter||32.800 N 155.200 E (32&#176;48'0" N 155&#176;12'0" E)|?| |
21598|JM|Drifting Buoy||Drifter||31.300 N 152.700 E (31&#176;18'0" N 152&#176;42'0" E)|?| |
21600|JM|Drifting Buoy||Drifter||40.700 N 154.500 E (40&#176;42'0" N 154&#176;30'0" E)|?| |
21636|JM|Drifting Buoy||Drifter||31.500 N 127.400 E (31&#176;30'0" N 127&#176;24'0" E)|?| |
21637|JM|Drifting Buoy||Drifter||29.300 N 141.250 E (29&#176;18'0" N 141&#176;15'0" E)|?| |
21640|JM|Drifting Buoy||Drifter||28.300 N 135.500 E (28&#176;18'0" N 135&#176;30'0" E)|?| |
21707|JM|Drifting Buoy||||25.000 N 136.000 E (25&#176;0'0" N 136&#176;0'0" E)|?| |
21d13|N|2.6-meter discus buoy|2.6D75|SOUTHEAST TOKYO - 700NM ESE of Tokyo, JP|DART II payload|30.554 N 152.131 E (30&#176;33'14" N 152&#176;7'50" E)|?| |Hull 2.6D75 went adrift from station 21413 on 03/16/2017. It has been recovered on 06/07/19 Data will be restored during our next service visit to this location. When a date is known, it will be posted in the <a href="http://www.ndbc.noaa.gov/ops.shtml">Weekly Maintenance Report</a>.
22101|KO|Buoy||||37.230 N 126.020 E (37&#176;13'48" N 126&#176;1'12" E)|?| |
22102|KO|Buoy||||34.800 N 125.770 E (34&#176;48'0" N 125&#176;46'12" E)|?| |
22103|KO|Buoy||||34.000 N 127.500 E (34&#176;0'0" N 127&#176;30'0" E)|?| |
22104|KO|Buoy||||34.770 N 128.900 E (34&#176;46'12" N 128&#176;54'0" E)|?| |
22105|KO|Buoy||||37.530 N 130.000 E (37&#176;31'48" N 130&#176;0'0" E)|?| |
22106|KO|Buoy||||36.350 N 129.780 E (36&#176;21'0" N 129&#176;46'48" E)|?| |
22107|KO|Buoy||||33.080 N 126.030 E (33&#176;4'48" N 126&#176;1'48" E)|?| |
22108|KO|Buoy||||36.250 N 125.750 E (36&#176;15'0" N 125&#176;45'0" E)|?| |
23001|RM|Atlas Buoy||||0.000 N 81.000 E (0&#176;0'0" N 81&#176;0'0" E)|| |
23003|RM|Atlas Buoy||||2.000 S 81.000 E (2&#176;0'0" S 81&#176;0'0" E)|| |
23004|RM|Atlas Buoy||||0.000 N 90.000 E (0&#176;0'0" N 90&#176;0'0" E)|| |
23006|RM|Atlas Buoy||||4.000 N 90.000 E (4&#176;0'0" N 90&#176;0'0" E)|| |
23007|RM|Atlas Buoy||||8.000 N 90.000 E (8&#176;0'0" N 90&#176;0'0" E)|| |
23008|RM|Atlas Buoy||||12.000 N 90.000 E (12&#176;0'0" N 90&#176;0'0" E)|| |
23009|RM|Atlas Buoy||||15.000 N 90.000 E (15&#176;0'0" N 90&#176;0'0" E)|| |
23010|RM|Atlas Buoy||||4.000 S 81.000 E (4&#176;0'0" S 81&#176;0'0" E)|| |
23011|RM|Atlas Buoy||||15.000 N 65.000 E (15&#176;0'0" N 65&#176;0'0" E)|| |
23012|RM|Atlas Buoy||||8.000 N 67.000 E (8&#176;0'0" N 67&#176;0'0" E)|| |
23013|RM|Atlas Buoy||||4.000 N 67.000 E (4&#176;0'0" N 67&#176;0'0" E)|| |
23014|RM|Atlas Buoy||||2.000 N 67.000 E (2&#176;0'0" N 67&#176;0'0" E)|| |
23015|RM|Atlas Buoy||||0.000 N 67.000 E (0&#176;0'0" N 67&#176;0'0" E)|| |
23016|RM|Atlas Buoy||||2.000 S 67.000 E (2&#176;0'0" S 67&#176;0'0" E)|| |
23017|RM|Atlas Buoy||||4.000 S 67.000 E (4&#176;0'0" S 67&#176;0'0" E)|| |
23020|KA|Buoy|2.8DX1|Red Sea|WAMDAS payload|22.162 N 38.500 E (22&#176;9'43" N 38&#176;30'0" E)|?| |
23217|IS|STB - SAIC Tsunami Buoy|STB03 IN3|Bay of Bengal IN3|STB payload|3.798 N 91.701 E (3&#176;47'53" N 91&#176;42'4" E)|?| |Data are not quality controlled by NDBC.
23218|OT|STB - SAIC Tsunami Buoy|STB04 IN4|Bay of Bengal IN4|STB payload|9.999 N 88.500 E (9&#176;59'56" N 88&#176;30'0" E)|?| |Data are not quality controlled by NDBC.
23219|IS|STB - SAIC Tsunami Buoy|STB05 IN5|Bay of Bengal|STB payload|13.500 N 88.998 E (13&#176;29'59" N 88&#176;59'52" E)|?| |Data are not quality controlled by NDBC.
23220|OT|Indian Tsunami Buoy||Bay of Bengal||14.433 N 89.333 E (14&#176;26'0" N 89&#176;20'0" E)|?| |Due to processing issues, event data may not display on this webpage.
23223|OT|Indian Tsunami Buoy|09|Bay of Bengal||17.333 N 89.483 E (17&#176;20'0" N 89&#176;29'0" E)|?| |Data are not quality controlled by NDBC.
23225|OT|STB - SAIC Tsunami Buoy|||STB payload|18.630 N 67.180 E (18&#176;37'48" N 67&#176;10'48" E)|?| |
23226|OT|Indian Tsunami Buoy||Arabian Sea||20.200 N 67.333 E (20&#176;12'0" N 67&#176;20'0" E)|?| |Data are not quality controlled by NDBC.Due to processing issues, event data may not display on this webpage.
23227|IS|STB - SAIC Tsunami Buoy||Bay of Bengal|SAIC Tsunami Buoy (STB) with DART II BPR|6.255 N 88.792 E (6&#176;15'17" N 88&#176;47'31" E)|?| |Data are not quality controlled by NDBC.
23228|IS|STB - SAIC Tsunami Buoy||Arabian Sea|SAIC Tsunami Buoy (STB) with DART II BPR|20.799 N 65.347 E (20&#176;47'55" N 65&#176;20'48" E)|?| |Data are not quality controlled by NDBC.
23401|TH|STB - SAIC Tsunami Buoy||BAY OF BENGAL - 600 NM WNW of Phuket, Thailand|DART II payload|8.860 N 88.550 E (8&#176;51'36" N 88&#176;33'0" E)|?| |
23461|TH|ETD||ANDAMAN SEA - 180 NM NW of Phuket, Thailand|ETD payload|9.541 N 95.668 E (9&#176;32'28" N 95&#176;40'4" E)|?| |
28401|PM|Buoy||Kuroshio Extension Observatory (KEO)||32.384 N 144.540 E (32&#176;23'1" N 144&#176;32'25" E)|?| |
28900|WP|Seaglider||SG168||30.000 N 90.000 W (30&#176;0'0" N 90&#176;0'0" W)|?| |
28902|WP|Seaglider||SG176||30.000 N 90.000 W (30&#176;0'0" N 90&#176;0'0" W)|?| |
28903|WP|Seaglider||SG182||30.000 N 90.000 W (30&#176;0'0" N 90&#176;0'0" W)|?| |
28904|WP|Seaglider||SG140||30.000 N 90.000 W (30&#176;0'0" N 90&#176;0'0" W)|?| |
28906|WP|Seaglider||SG121||30.000 N 90.000 W (30&#176;0'0" N 90&#176;0'0" W)|?| |
28907|WP|Seaglider||SG171||30.000 N 90.000 W (30&#176;0'0" N 90&#176;0'0" W)|?| |
28908|WP|Seaglider||SG017||30.000 N 90.000 W (30&#176;0'0" N 90&#176;0'0" W)|?| |
28909|WP|Seaglider||SG123||30.000 N 90.000 W (30&#176;0'0" N 90&#176;0'0" W)|?| |
31001|PR|Atlas Buoy|PM-527|Samba||0.000 N 35.000 W (0&#176;0'0" N 35&#176;0'0" W)|| |
31002|PR|Atlas Buoy|PM-541|Frevo||4.000 N 38.000 W (4&#176;0'0" N 38&#176;0'0" W)|| |
31003|PR|Atlas Buoy|PM-542|Para?ba||8.000 S 30.000 W (8&#176;0'0" S 30&#176;0'0" W)|| |
31004|PR|Atlas Buoy|PM-543|Salvador||14.000 S 32.000 W (14&#176;0'0" S 32&#176;0'0" W)|| |
31005|PR|Atlas Buoy|PM-544|Espirito Santo||19.000 S 34.000 W (19&#176;0'0" S 34&#176;0'0" W)|| |
31006|PR|Atlas Buoy|PM-598|NE Extension||4.000 N 23.000 W (4&#176;0'0" N 23&#176;0'0" W)|| |
31007|PR|Atlas Buoy|PM-599|Jazz||0.000 N 23.000 W (0&#176;0'0" N 23&#176;0'0" W)|| |
31051|HC|Buoy||Santos||25.283 S 44.933 W (25&#176;17'0" S 44&#176;56'0" W)|?| |<p class="red">Data from this station are not quality controlled by NDBC</p>
31052|HC|Buoy||RECIFE||8.150 S 34.567 W (8&#176;9'0" S 34&#176;34'0" W)|?| |<p class="red">Data from this station are not quality controlled by NDBC</p>
31053|HC|Buoy|| RIO GRANDE DO SUL||32.595 S 51.353 W (32&#176;35'42" S 51&#176;21'11" W)|?| |<p class="red">Data from this station are not quality controlled by NDBC</p>
31201|R|Waverider Buoy||Floripa, Brazil (109)||27.705 S 48.134 W (27&#176;42'17" S 48&#176;8'2" W)|?| |
31260|HC|Buoy||||23.031 S 43.088 W (23&#176;1'52" S 43&#176;5'17" W)|| |This buoy was removed from its old location near 28.485S&nbsp; 47.522W and was re-deployed on 1/14/2010 near 23.031S&nbsp; 43.088W.
31261|IP|Buoy||||31.538 S 49.862 W (31&#176;32'17" S 49&#176;51'43" W)|| |
31478|IP|Buoy||||22.882 S 43.132 W (22&#176;52'55" S 43&#176;7'54" W)|| |
32012|WH|2.4-meter discus buoy||Woods Hole Stratus Wave Station |WAMDAS payload|19.425 S 85.078 W (19&#176;25'29" S 85&#176;4'39" W)|C| |MET data from this station is available at <a title="32st0" href="http://www.ndbc.noaa.gov/station_page.php?station=32st0">32ST0</a>.
32066|IR|2.6-meter discus buoy||Ecuador INOCAR|EBM22TS (MSM Tsunami Warning System)|1.136 S 81.765 W (1&#176;8'9" S 81&#176;45'55" W)|?| |<p>Data are not quality controlled by NDBC.</p>
32067|IR|2.6-meter discus buoy||ECUADOR INOCAR|EBM22TS (MSM Tsunami Warning System)|0.641 N 81.262 W (0&#176;38'28" N 81&#176;15'42" W)|?| |Data are not quality controlled by NDBC
32301|N|3-meter discus buoy|||DACT payload|9.900 S 105.200 W (9&#176;54'0" S 105&#176;12'0" W)|C| |
32302|N|3-meter discus buoy|||DACT payload|18.000 S 85.100 W (18&#176;0'0" S 85&#176;5'59" W)|C| |
32401|E|2.6-meter discus buoy||180 NM West of Iquique, Chile|DART II payload|20.474 S 73.421 W (20&#176;28'26" S 73&#176;25'17" W)|?| |
32402|E|2.6-meter discus buoy||180 NM  West of Caldera, Chile|DART II payload|26.743 S 73.983 W (26&#176;44'36" S 73&#176;58'59" W)|?| |
32403|CD|Buoy||91NM West of Antofagasta, Chile|DART 4G payload|23.163 S 72.037 W (23&#176;9'47" S 72&#176;2'13" W)|| |US Research System placed in Chilean waters through a cooperative effort with Chile.
32404|CD|Buoy||120 NM NW of Valparaiso|DART 4G payload|32.118 S 73.783 W (32&#176;7'4" S 73&#176;47'0" W)|?| |US Research System placed in Chilean waters through a cooperative effort with Chile.
32411|N|2.6-meter discus buoy|2.6D14|WEST PANAMA - 710 NM WSW of Panama City, Panama|DART II payload|4.958 N 90.868 W (4&#176;57'30" N 90&#176;52'6" W)|?| |Water column data ceased after 0115z, 8/24/19. Data will be restored during our next service visit to this location. When a date is known, it will be posted in the <a href="http://www.ndbc.noaa.gov/ops.shtml">Maintenance Schedule</a>.
32412|N|2.6-meter discus buoy|2.6D81|SOUTHWEST LIMA - 645 NM SW of Lima, Peru|DART II payload|17.984 S 86.374 W (17&#176;59'1" S 86&#176;22'28" W)|| |As of 13:00Z, 05/13/2018, the buoy located at station 32412 has gone adrift. Station will be restored to service when it can be worked into the schedule. When the date is known, it will be posted in the <a href="http://www.ndbc.noaa.gov/ops.shtml">Maintenance Schedule</a>.	This station was disestablished 9/6/19. It was replaced in the DART Array with 21420.
32413|N|2.6-meter discus buoy|2.6D87|NORTHWEST LIMA - 1000 NM WNW of Lima, Peru|DART II payload|7.409 S 93.517 W (7&#176;24'32" S 93&#176;31'1" W)|?| |Hull 2.6D87 went adrift, 06/28/2019 at 0400z. Buoy was retrieved on 10/20/19. Station will be restored to service when it can be worked into the schedule. When the date is known, it will be posted in the <a href="http://www.ndbc.noaa.gov/ops.shtml">Maintenance Schedule</a>.
32487|DC|Offshore Buoy||Buenaventura, Colombia||3.517 N 77.737 W (3&#176;31'0" N 77&#176;44'13" W)|E| |
32488|DC|Offshore Buoy||Bahia Solano, Colombia||6.258 N 77.511 W (6&#176;15'27" N 77&#176;30'40" W)|E| |
32489|DA|2.6-meter discus buoy||Colombia   121NM SW of Buenaventura, Colombia|EBM22TS (MSM Tsunami Warning System)|2.998 N 79.101 W (2&#176;59'54" N 79&#176;6'5" W)|?| |Data are not quality controlled by NDBC.
32745|N|Drifting Buoy||TAO Buoy Adrift||2.109 N 95.316 W (2&#176;6'33" N 95&#176;18'59" W)|?| |
32746|N|Buoy||TAO Buoy Adrift||5.000 S 110.000 W (5&#176;0'0" S 110&#176;0'0" W)|?| |Buoy was recovered on 11/14/2008.
32d12|N|2.6-meter discus buoy|2.6D80|SOUTHWEST LIMA 645NM SW of Lima, Peru|DART II payload|17.980 S 86.330 W (17&#176;58'48" S 86&#176;19'48" W)|?| |Hull 2.6D80 went adrift from station 32412 on 03/08/2016. It is still adrift. It has been renamed 32D12 for tracking purposes.
32st0|WH|Ocean Reference Station||Stratus|WAMDAS payload|22.462 S 85.643 W (22&#176;27'42" S 85&#176;38'35" W)|C| |Wave data from this station is available at <a title="32012" href="http://www.ndbc.noaa.gov/station_page.php?station=32012">32012</a>.
34002|OO|Moored Buoy||OOI Southern Ocean Buoy||55.000 S 90.000 W (55&#176;0'0" S 90&#176;0'0" W)|C| |
34420|CD|Buoy||119NM NW of Concepcion, Chile|DART 4G payload|35.758 S 75.243 W (35&#176;45'29" S 75&#176;14'35" W)|| |US Research System placed in Chilean waters through a cooperative effort with Chile.Buoy recovered 07/05/19.
3fus2|SH|Fixed Drilling Platform||Frontier Discoverer||70.500 N 148.500 W (70&#176;30'0" N 148&#176;30'0" W)|A| |
41001|N|3-meter foam buoy|3DV17|EAST HATTERAS - 150 NM East of Cape Hatteras|SCOOP payload|34.502 N 72.522 W (34&#176;30'6" N 72&#176;31'18" W)|E|FZNT22.KWBC |As of 1915z, 11/15/19, the buoy at this station 41001 has gone adrift. Data will be restored during our next service visit to this location. When a date is known it will be posted in <a href="http://www.ndbc.noaa.gov/ops.shtml">Maintenance Schedule</a>		Click <a title="here" href="http://www.ndbc.noaa.gov/nws_special/41001.txt">here</a> to see the latest positions on the adrift buoy.
41002|N|3-meter discus buoy|3D59|SOUTH HATTERAS - 225 NM South of Cape Hatteras|SCOOP payload|31.892 N 74.930 W (31&#176;53'30" N 74&#176;55'49" W)|E|FZNT22.KWBC |Right whales are active off SC from November to April. Speed restrictions of 10 knots apply to vessels 65 feet or greater in specific areas and times along the U.S. East Coast. It is illegal to approach right whales within 500 yards. To learn more about right whales and rules protecting them, go to: <a href="http://www.nmfs.noaa.gov/pr/shipstrike">http://www.nmfs.noaa.gov/pr/shipstrike</a>.<br />
41003|N|6-meter NOMAD buoy|||MVXII payload|30.400 N 80.100 W (30&#176;23'60" N 80&#176;5'60" W)|E| |(formerly eb05)
41004|N|3-meter foam buoy|3DV41|EDISTO - 41 NM Southeast of Charleston, SC|SCOOP payload|32.501 N 79.099 W (32&#176;30'2" N 79&#176;5'58" W)|E|FZNT22.KWBC FZUS52.KCHS|Right whales are active off SC from November to April. Speed restrictions of 10 knots apply to vessels 65 feet or greater in specific areas and times along the U.S. East Coast. It is illegal to approach right whales within 500 yards. To learn more about right whales and rules protecting them, go to: <a href="http://www.nmfs.noaa.gov/pr/shipstrike">http://www.nmfs.noaa.gov/pr/shipstrike</a>.<br />
41005|N|6-meter NOMAD buoy|||GSBP payload|31.700 N 79.700 W (31&#176;41'60" N 79&#176;42'0" W)|E| |
41006|N|6-meter NOMAD buoy|||GSBP payload|29.300 N 77.400 W (29&#176;18'0" N 77&#176;24'0" W)|E| |
41007|N|3-meter discus buoy|||DACT payload|34.200 N 76.500 W (34&#176;12'0" N 76&#176;30'0" W)|E| |
41008|N|3-meter discus buoy|3D64|GRAYS REEF - 40 NM Southeast of Savannah, GA|ARES payload|31.400 N 80.868 W (31&#176;24'0" N 80&#176;52'5" W)|E|FZUS52.KCHS |<p>This buoy is located in <a href="http://www.graysreef.nos.noaa.gov/" shape="rect">Gray's Reef National Marine Sanctuary</a></p> <p>The southern third of NOAA's 22-square mile Gray's Reef National Marine Sanctuary has been designated a research area specifically designed for conducting controlled scientific studies where human activities cannot affect the results. Fishing and diving will be prohibited in the lightly used, 8-square mile research area. Vessels are permitted to travel through it without stopping. For complete information, go to the Gray's Reef website at <a title="Grays Reef" style="font-size: 9pt;" href="http://graysreef.noaa.gov/" shape="rect">graysreef.noaa.gov</a></p> <p>LINK TO PMEL's pCO2 SITE for their data on this Station: <br /><a title="Grays Reef (41008)" href="http://www.pmel.noaa.gov/co2/story/Grays+Reef" shape="rect">http://www.pmel.noaa.gov/co2/story/Grays+Reef</a></p>Right whales are active off GA from November to April. Speed restrictions of 10 knots apply to vessels 65 feet or greater within the vicinity of this station between November 15 and April 15.  It is illegal to approach right whales within 500 yards.  To learn more about right whales and rules protecting them, go to: <a href="http://www.nmfs.noaa.gov/pr/shipstrike">http://www.nmfs.noaa.gov/pr/shipstrike</a>.<br />
41009|N|3-meter foam buoy|3DV25|CANAVERAL 20 NM East of Cape Canaveral, FL|SCOOP payload|28.508 N 80.185 W (28&#176;30'27" N 80&#176;11'6" W)|E|FZUS52.KMLB |Right whales are active off FL from November to April. Speed restrictions of 10 knots apply to vessels 65 feet or greater in specific areas and times along the U.S. East Coast.  It is illegal to approach right whales within 500 yards.  To learn more about right whales and rules protecting them, go to: <a href="http://www.nmfs.noaa.gov/pr/shipstrike">http://www.nmfs.noaa.gov/pr/shipstrike</a>.<br /><br />
41010|N|3-meter foam buoy|3DV44|CANAVERAL EAST - 120NM East of Cape Canaveral|SCOOP payload|28.878 N 78.485 W (28&#176;52'39" N 78&#176;29'6" W)|E|FZNT23.KNHC |
41011|N|6-meter NOMAD buoy|||DACT payload|28.200 N 80.100 W (28&#176;11'60" N 80&#176;5'60" W)|E| |
